contrast_id,family_slug,contrast_kind,baseline_tag,variant_tag,endpoint,n_samples,mean_delta,median_delta,std_delta,effect_size_dz,positive_share,ci_low,ci_high,sign_flip_pvalue,qvalue,is_significant_fdr_10,is_significant_fdr_05
c1_bundle_strategy:v3_1_c1_gpt_4_1_bundle_5_random_l2__vs__v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_4_1_bundle_5_random_l2,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,stage_entropy,30,-0.05777429554315368,-0.07528847625086144,0.24974771683513233,-0.2313306254619041,0.3333333333333333,-0.14330458597800175,0.033670166993310484,0.20555888822235552,0.4933413317336532,False,False
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,abstain_rate,30,0.11666666666666667,0.0,0.12685406585123124,0.9196919774214262,0.4666666666666667,0.075,0.16666666666666666,0.0003999200159968006,0.004799040191961607,True,True
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_expected_stage,30,-0.026388888888888906,-0.04166666666666674,0.3303536602922006,-0.07988072196792889,0.36666666666666664,-0.13194444444444445,0.08756944444444403,0.6588682263547291,0.8668811692207015,False,False
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_subset_size,30,-0.011111111111111124,0.0,0.4150735828532465,-0.026769015350802436,0.4666666666666667,-0.15833333333333335,0.13055555555555554,0.8698260347930414,0.8698260347930414,False,False
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mid_scale_mass,30,-0.06296296296296297,0.0,0.2428394861532866,-0.25927810983432537,0.3,-0.14907407407407408,0.02083333333333332,0.15876824635072986,0.4763047390521896,False,False
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,singleton_rate,30,0.024999999999999977,0.0,0.3878852676280859,0.06445204828962621,0.4,-0.1027777777777778,0.1694444444444444,0.7468506298740252,0.8668811692207015,False,False
c1_bundle_strategy:v3_1_c1_gpt_5_2_bundle_5_random_l2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c1_bundle_strategy,bundle_strategy,v3_1_c1_gpt_5_2_bundle_5_random_l2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,stage_entropy,30,0.04786351192600746,0.06105072326467548,0.38450281974745343,0.12448156285939556,0.5333333333333333,-0.0833856625899234,0.18127108969212394,0.49350129974005197,0.8359328134373125,False,False
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,abstain_rate,30,0.041666666666666664,0.0,0.2185703285117793,0.1906327677245594,0.3333333333333333,-0.041666666666666664,0.11666666666666667,0.4267146570685863,0.4267146570685863,False,False
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_expected_stage,30,-0.4333333333333334,-0.5,0.5661043525102368,-0.7654654683572627,0.2,-0.6333333333333333,-0.23194444444444445,0.0003999200159968006,0.0023995200959808036,True,True
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mean_subset_size,30,-0.2916666666666667,-0.25,0.40927348957882753,-0.7126449039414038,0.2,-0.43611111111111106,-0.15000000000000002,0.0011997600479904018,0.0027994401119776045,True,True
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,mid_scale_mass,30,0.058333333333333355,0.0,0.3113863724815524,0.1873342525186751,0.43333333333333335,-0.0435185185185185,0.17362268518518514,0.3157368526294741,0.3788842231553689,False,False
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,singleton_rate,30,0.20277777777777778,0.20833333333333331,0.3731168125547057,0.5434699562031847,0.6,0.0722222222222222,0.3361805555555552,0.006798640271945611,0.010197960407918417,True,True
c2_bundle_5_cluster_l2_v2:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,c2_bundle_5_cluster_l2_v2,model_comparison,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,stage_entropy,30,-0.22131099958879835,-0.22723507572484794,0.329069723501188,-0.6725352829003103,0.26666666666666666,-0.33580440619800495,-0.10426069869769375,0.0013997200559888023,0.0027994401119776045,True,True
c2_l3_projection:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,abstain_rate,30,0.016666666666666666,0.0,0.3074739499291891,0.0542051340300698,0.2,-0.09187499999999998,0.13333333333333333,0.8902219556088782,0.8902219556088782,False,False
c2_l3_projection:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,mean_expected_stage,29,-0.06896551724137931,-0.125,0.7446299035177929,-0.09261717386794605,0.3448275862068966,-0.3132183908045977,0.19683908045977014,0.6510697860427914,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,mean_subset_size,29,0.05747126436781612,0.0,0.6346881843918931,0.09055039274581807,0.4482758620689655,-0.1724137931034483,0.2873563218390805,0.6160767846430714,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,mid_scale_mass,30,-0.025925925925925925,-0.04166666666666663,0.3011201357787627,-0.08609828053801782,0.36666666666666664,-0.1347337962962963,0.07964120370370363,0.6354729054189162,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,singleton_rate,29,-0.07758620689655174,0.0,0.4954810846034196,-0.1565876262635764,0.3793103448275862,-0.26436781609195403,0.09482758620689655,0.3843231353729254,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,stage_entropy,30,-0.039822285183739044,-0.0022759097279367313,0.37941225811106405,-0.10495782445722142,0.43333333333333335,-0.17752441194320556,0.09091773741833753,0.5590881823635273,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,abstain_rate,30,0.025,0.0,0.20075289322430956,0.12453120649208509,0.3,-0.041666666666666664,0.09187499999999886,0.6502699460107978,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,mean_expected_stage,30,0.06805555555555556,0.0,0.4195993535466984,0.16219175501656596,0.43333333333333335,-0.07232638888888888,0.20975694444444432,0.3795240951809638,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,mean_subset_size,30,0.02222222222222224,0.0,0.3751968406329471,0.05922816989805656,0.4,-0.10555555555555557,0.15006944444444412,0.7306538692261547,0.7970769482467142,False,False
c2_l3_projection:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,mid_scale_mass,30,0.02962962962962962,0.0,0.24812336659773723,0.11941491055804426,0.3333333333333333,-0.05834490740740742,0.1175925925925926,0.51749650069986,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,singleton_rate,30,-0.04444444444444444,0.0,0.35472544380874754,-0.1252925191022016,0.43333333333333335,-0.16944444444444445,0.08055555555555556,0.5166966606678665,0.7812837432513497,False,False
c2_l3_projection:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c2_l3_projection,evidence_projection,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,stage_entropy,30,0.04852126422783733,0.06692842031488411,0.3710357167649442,0.13077248910399686,0.5,-0.0731952324384964,0.180850684743737,0.4875024995001,0.7812837432513497,False,False
c3_bundle_5_cluster_l3_v2:v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c3_bundle_5_cluster_l3_v2,model_comparison,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,abstain_rate,30,0.05,0.0,0.30371265912099354,0.16462929185997782,0.4666666666666667,-0.06666666666666667,0.14166666666666666,0.47070585882823435,0.4707058588282343,False,False
c3_bundle_5_cluster_l3_v2:v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c3_bundle_5_cluster_l3_v2,model_comparison,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,mean_expected_stage,29,-0.3089080459770115,-0.25,0.523210911496636,-0.5904082640275701,0.3448275862068966,-0.4971264367816091,-0.1278735632183908,0.003999200159968006,0.011597680463907219,True,True
c3_bundle_5_cluster_l3_v2:v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c3_bundle_5_cluster_l3_v2,model_comparison,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,mean_subset_size,29,-0.3362068965517242,-0.25,0.4653056037394927,-0.7225507147340394,0.1724137931034483,-0.49999999999999994,-0.16091954022988503,0.0007998400319936012,0.004799040191961607,True,True
c3_bundle_5_cluster_l3_v2:v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c3_bundle_5_cluster_l3_v2,model_comparison,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,mid_scale_mass,30,0.1138888888888889,0.10416666666666669,0.2755031389399632,0.4133850863808387,0.6,0.019444444444444445,0.22781249999999983,0.02979404119176165,0.035752849430113975,True,True
c3_bundle_5_cluster_l3_v2:v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c3_bundle_5_cluster_l3_v2,model_comparison,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,singleton_rate,29,0.25,0.25,0.42198980654205004,0.5924313718584769,0.6551724137931034,0.10344827586206895,0.4022988505747126,0.0057988402319536095,0.011597680463907219,True,True
c3_bundle_5_cluster_l3_v2:v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2__vs__v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,c3_bundle_5_cluster_l3_v2,model_comparison,v3_1_c3_gpt_4_1_bundle_5_cluster_l3_v2,v3_1_c3_gpt_5_2_bundle_5_cluster_l3_v2,stage_entropy,30,-0.13296745017722197,-0.13385684062976821,0.28059746821593406,-0.4738725941564688,0.23333333333333334,-0.23795060200962187,-0.03376452033809653,0.015196960607878424,0.022795440911817635,True,True
c4_small_model_scale:v3_b1_gpt_4_1_mini_abstain_true__vs__v3_1_c4_gpt_4_1_mini_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_4_1_mini_abstain_true,v3_1_c4_gpt_4_1_mini_scale_5,abstain_rate,30,-0.32500000000000007,-0.35,0.20625979600561004,-1.575682737469402,0.03333333333333333,-0.3966666666666666,-0.2516666666666667,0.0001999600079984003,0.0011997600479904018,True,True
c4_small_model_scale:v3_b1_gpt_4_1_mini_abstain_true__vs__v3_1_c4_gpt_4_1_mini_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_4_1_mini_abstain_true,v3_1_c4_gpt_4_1_mini_scale_5,mean_expected_stage,30,0.0442316730397226,-0.026388888888888906,0.46662440298814223,0.09479074123958023,0.4666666666666667,-0.12385970077465822,0.20664930474653725,0.5972805438912218,0.5972805438912218,False,False
c4_small_model_scale:v3_b1_gpt_4_1_mini_abstain_true__vs__v3_1_c4_gpt_4_1_mini_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_4_1_mini_abstain_true,v3_1_c4_gpt_4_1_mini_scale_5,mean_subset_size,30,0.037452641527718926,0.0819143446852425,0.15426853055399486,0.2427756418838143,0.6,-0.016215914657381373,0.0938203942278052,0.1939612077584483,0.29094181163767247,False,False
c4_small_model_scale:v3_b1_gpt_4_1_mini_abstain_true__vs__v3_1_c4_gpt_4_1_mini_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_4_1_mini_abstain_true,v3_1_c4_gpt_4_1_mini_scale_5,mid_scale_mass,30,-0.1382954671460863,-0.11388888888888893,0.30623555152762105,-0.4515983413950965,0.3333333333333333,-0.25121931720562724,-0.03300526156205338,0.02519496100779844,0.06046790641871626,True,False
c4_small_model_scale:v3_b1_gpt_4_1_mini_abstain_true__vs__v3_1_c4_gpt_4_1_mini_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_4_1_mini_abstain_true,v3_1_c4_gpt_4_1_mini_scale_5,singleton_rate,30,-0.030610536264561037,-0.050000000000000044,0.14909703906620977,-0.2053061312033686,0.36666666666666664,-0.07997653323127393,0.022260871850171254,0.2695460907818436,0.3593947877091248,False,False
c4_small_model_scale:v3_b1_gpt_4_1_mini_abstain_true__vs__v3_1_c4_gpt_4_1_mini_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_4_1_mini_abstain_true,v3_1_c4_gpt_4_1_mini_scale_5,stage_entropy,30,0.018502445008788164,0.03898785834536134,0.18066835348509944,0.10241110106930901,0.6,-0.04160166275724941,0.08052233858140284,0.5766846630673865,0.5972805438912218,False,False
c4_small_model_scale:v3_b1_gpt_5_2_chat_abstain_true__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_5_2_chat_abstain_true,v3_1_c4_gpt_5_2_chat_scale_5,abstain_rate,30,-0.195,-0.225,0.19491377403956045,-1.0004423800260624,0.1,-0.26166666666666666,-0.12333333333333334,0.0001999600079984003,0.0011997600479904018,True,True
c4_small_model_scale:v3_b1_gpt_5_2_chat_abstain_true__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_5_2_chat_abstain_true,v3_1_c4_gpt_5_2_chat_scale_5,mean_expected_stage,30,-0.0664575755771576,-0.1428571428571428,0.49304284351419264,-0.13479067073254167,0.4666666666666667,-0.24120231390950236,0.10839068957286827,0.4491101779644071,0.5389322135572885,False,False
c4_small_model_scale:v3_b1_gpt_5_2_chat_abstain_true__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_5_2_chat_abstain_true,v3_1_c4_gpt_5_2_chat_scale_5,mean_subset_size,30,-0.079027700742097,-0.03436797121007651,0.29160504479872024,-0.27100937432905425,0.4,-0.18298116353747157,0.02094787084618739,0.15276944611077783,0.2618904790470477,False,False
c4_small_model_scale:v3_b1_gpt_5_2_chat_abstain_true__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_5_2_chat_abstain_true,v3_1_c4_gpt_5_2_chat_scale_5,mid_scale_mass,30,-0.15187120277097058,-0.13940467427309539,0.20284806345643175,-0.7486943685000468,0.3,-0.22761270468294462,-0.08154515619685912,0.0003999200159968006,0.0015996800639872025,True,True
c4_small_model_scale:v3_b1_gpt_5_2_chat_abstain_true__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_5_2_chat_abstain_true,v3_1_c4_gpt_5_2_chat_scale_5,singleton_rate,30,0.08418292950026697,0.04007936507936505,0.2813381114204296,0.29922334046831156,0.6333333333333333,-0.014417934769908446,0.1891504922844897,0.11597680463907219,0.23195360927814437,False,False
c4_small_model_scale:v3_b1_gpt_5_2_chat_abstain_true__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale,scale_size,v3_b1_gpt_5_2_chat_abstain_true,v3_1_c4_gpt_5_2_chat_scale_5,stage_entropy,30,0.0752365329322811,0.043754032207298454,0.17000500776334607,0.4425548042503161,0.6333333333333333,0.017441721959057396,0.13301743744242833,0.01899620075984803,0.05698860227954409,True,False
c4_small_model_scale_5:v3_1_c4_gpt_4_1_mini_scale_5__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale_5,model_comparison,v3_1_c4_gpt_4_1_mini_scale_5,v3_1_c4_gpt_5_2_chat_scale_5,abstain_rate,30,0.11333333333333334,0.07500000000000001,0.2038142043260417,0.5560619963073523,0.6,0.04333333333333333,0.18333333333333338,0.0061987602479504095,0.01239752049590082,True,True
c4_small_model_scale_5:v3_1_c4_gpt_4_1_mini_scale_5__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale_5,model_comparison,v3_1_c4_gpt_4_1_mini_scale_5,v3_1_c4_gpt_5_2_chat_scale_5,mean_expected_stage,30,0.41052898948603284,0.3078947368421051,0.621009861361249,0.6610667801412304,0.7666666666666667,0.1947797821445267,0.6291014001979558,0.0013997200559888023,0.004199160167966407,True,True
c4_small_model_scale_5:v3_1_c4_gpt_4_1_mini_scale_5__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale_5,model_comparison,v3_1_c4_gpt_4_1_mini_scale_5,v3_1_c4_gpt_5_2_chat_scale_5,mean_subset_size,30,0.0766564822060178,0.05833333333333335,0.20848276139808053,0.3676873890769732,0.5666666666666667,0.005819104542401746,0.14835719231462255,0.052189562087582485,0.060187962407518496,True,False
c4_small_model_scale_5:v3_1_c4_gpt_4_1_mini_scale_5__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale_5,model_comparison,v3_1_c4_gpt_4_1_mini_scale_5,v3_1_c4_gpt_5_2_chat_scale_5,mid_scale_mass,30,0.23202245416835196,0.2603070175438596,0.2691677051473552,0.8619995999941071,0.8333333333333334,0.13575361732637278,0.325001600201484,0.0001999600079984003,0.0011997600479904018,True,True
c4_small_model_scale_5:v3_1_c4_gpt_4_1_mini_scale_5__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale_5,model_comparison,v3_1_c4_gpt_4_1_mini_scale_5,v3_1_c4_gpt_5_2_chat_scale_5,singleton_rate,30,-0.07318462855227563,-0.05833333333333335,0.19787562034784087,-0.36985166956710536,0.4,-0.14378913972809093,-0.004508871041669045,0.060187962407518496,0.060187962407518496,True,False
c4_small_model_scale_5:v3_1_c4_gpt_4_1_mini_scale_5__vs__v3_1_c4_gpt_5_2_chat_scale_5,c4_small_model_scale_5,model_comparison,v3_1_c4_gpt_4_1_mini_scale_5,v3_1_c4_gpt_5_2_chat_scale_5,stage_entropy,30,0.10147034354244625,0.08696940916634854,0.21169467494036234,0.4793240244282574,0.6666666666666666,0.02830957951429827,0.17490094795142674,0.016796640671865627,0.02519496100779844,True,True
c5_small_model_bundle_5_cluster_l2:v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2__vs__v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,c5_small_model_bundle_5_cluster_l2,model_comparison,v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2,v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,abstain_rate,30,-0.13333333333333333,0.0,0.25200346649686545,-0.5290932509255455,0.06666666666666667,-0.225,-0.05,0.006798640271945611,0.013597280543891222,True,True
c5_small_model_bundle_5_cluster_l2:v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2__vs__v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,c5_small_model_bundle_5_cluster_l2,model_comparison,v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2,v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,mean_expected_stage,29,0.25,0.3333333333333335,0.5032138773416392,0.4968066487368975,0.6896551724137931,0.058908045977011506,0.4324712643678161,0.014397120575884824,0.020155968806238753,True,True
c5_small_model_bundle_5_cluster_l2:v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2__vs__v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,c5_small_model_bundle_5_cluster_l2,model_comparison,v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2,v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,mean_subset_size,29,0.27586206896551724,0.25,0.36805975098557914,0.7495034929160883,0.7241379310344828,0.14367816091954025,0.40804597701149425,0.0011997600479904018,0.007198560287942411,True,True
c5_small_model_bundle_5_cluster_l2:v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2__vs__v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,c5_small_model_bundle_5_cluster_l2,model_comparison,v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2,v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,mid_scale_mass,30,0.15694444444444447,0.125,0.3321969374275909,0.4724439835591613,0.5666666666666667,0.04024305555555557,0.2777777777777778,0.016796640671865627,0.020155968806238753,True,True
c5_small_model_bundle_5_cluster_l2:v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2__vs__v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,c5_small_model_bundle_5_cluster_l2,model_comparison,v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2,v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,singleton_rate,29,-0.22413793103448276,-0.16666666666666669,0.3557237817000644,-0.63008981284099,0.13793103448275862,-0.34777298850574717,-0.09770114942528736,0.0023995200959808036,0.007198560287942411,True,True
c5_small_model_bundle_5_cluster_l2:v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2__vs__v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,c5_small_model_bundle_5_cluster_l2,model_comparison,v3_1_c5_gpt_4_1_mini_bundle_5_cluster_l2,v3_1_c5_gpt_5_2_chat_bundle_5_cluster_l2,stage_entropy,30,0.0973811765964718,0.06644096171661601,0.2962214628019869,0.32874449972440895,0.6333333333333333,-0.005580497714607383,0.19757660654817272,0.08098380323935213,0.08098380323935213,True,False
c6_bundle_5_cluster_l2_scale_7:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_bundle_5_cluster_l2_scale_7,model_comparison,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,abstain_rate,30,0.03333333333333333,0.0,0.10854312136382618,0.3070976116635082,0.16666666666666666,0.0,0.075,0.21875624875024996,0.21875624875025,False,False
