contrast_id,family_slug,contrast_kind,baseline_tag,variant_tag,endpoint,n_samples,mean_delta,median_delta,std_delta,effect_size_dz,positive_share,ci_low,ci_high,sign_flip_pvalue,policy_family
c6_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,mean_score_expert_agreement_prob,30,0.004583333333333325,0.0,0.07750718357511854,0.059134303711232676,0.36666666666666664,-0.02416666666666667,0.03126041666666662,0.7686462707458508,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,mean_subset_size,30,0.5111111111111112,0.5,0.5964186432000406,0.856967026330334,0.8333333333333334,0.30833333333333335,0.7277777777777779,0.0003999200159968006,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,mid_scale_mass,30,0.15157407407407408,0.11805555555555547,0.20911625981204957,0.7248316042487872,0.6666666666666666,0.08610416666666665,0.22843055555555553,0.0001999600079984003,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,singleton_rate,30,-0.30277777777777776,-0.25,0.426315483466373,-0.7102199885303024,0.1,-0.44722222222222224,-0.15277777777777776,0.0003999200159968006,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,stage_entropy,30,-0.041144672123575844,-0.055933395965032495,0.2473943984941535,-0.16631206031347628,0.4,-0.12632856488934316,0.04865869146598393,0.3729254149170166,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,tbm_conflict,30,-0.4828038896249999,-0.6519011000000001,0.5516176181496832,-0.8752510321270948,0.06666666666666667,-0.6654868309354167,-0.2839117912916666,0.0001999600079984003,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,abstain_rate,30,-0.075,0.0,0.1489908583171094,-0.5033865892655734,0.06666666666666667,-0.125,-0.016666666666666666,0.022195560887822437,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,closed_world_conflict,30,-0.2046658386666667,0.0,0.3945759895602583,-0.5186981572162055,0.06666666666666667,-0.3339920959333333,-0.07199962926666667,0.009598080383923215,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,mean_expected_stage,30,1.5958333333333334,1.625,0.4106097115863703,3.8864968078029873,1.0,1.4569444444444444,1.7388888888888885,0.0001999600079984003,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,mean_score_expert_agreement_prob,30,0.02874999999999999,0.02249999999999991,0.08389944206793243,0.34267212381128165,0.6333333333333333,-0.001916666666666674,0.0595,0.07018596280743851,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,mean_subset_size,30,0.24722222222222223,0.25,0.5199484820731926,0.4754744570778861,0.6666666666666666,0.07215277777777779,0.43333333333333335,0.01879624075184963,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,mid_scale_mass,30,0.12824074074074074,0.0,0.20680098441452752,0.6201166841821474,0.36666666666666664,0.05925925925925926,0.2014120370370369,0.0015996800639872025,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,singleton_rate,30,-0.22777777777777777,-0.20833333333333331,0.4452459248423966,-0.5115774565671861,0.26666666666666666,-0.380625,-0.06666666666666665,0.012997400519896021,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,stage_entropy,30,-0.06694865727993456,-0.08867138314267449,0.3461289977532093,-0.1934211167354117,0.36666666666666664,-0.18901544692412203,0.05766047489263437,0.29014197160567884,c6_scale_probe
c6_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,c6_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,tbm_conflict,30,-0.3204923774280209,-0.30166522803553564,0.4539806964656332,-0.7059603633439566,0.06666666666666667,-0.4712727543866595,-0.15449614070586884,0.0007998400319936012,c6_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,abstain_rate,30,-0.058333333333333334,0.0,0.21458995916564375,-0.27183626652496523,0.06666666666666667,-0.14166666666666666,0.008333333333333333,0.26374725054989,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,closed_world_conflict,30,-0.31901208333333325,-0.6433,0.6739804463109584,-0.47332542817740547,0.3,-0.5521022499999999,-0.058438416666666736,0.014997000599880024,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mean_expected_stage,30,2.1468981481481477,2.21875,0.6764046415095231,3.1739849439189896,1.0,1.9093900462962963,2.3810277777777773,0.0001999600079984003,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mean_score_expert_agreement_prob,30,0.005833333333333331,-5.551115123125783e-17,0.06277811684036876,0.09291985212245603,0.4,-0.014583333333333334,0.02875000000000001,0.6362727454509098,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mean_subset_size,30,0.7944444444444445,0.75,0.7892759829533151,1.006548357738937,0.8666666666666667,0.5332638888888889,1.064027777777777,0.0001999600079984003,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mid_scale_mass,30,0.15324074074074073,0.125,0.2435642824200254,0.6291593300058579,0.6333333333333333,0.07453125,0.2449247685185184,0.0007998400319936012,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,singleton_rate,30,-0.3055555555555555,-0.25,0.3811490324397497,-0.8016695033952536,0.1,-0.4305555555555555,-0.1722222222222222,0.0001999600079984003,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,stage_entropy,30,-0.04053740140491991,-0.04533855780256568,0.2482211843735436,-0.16331161059934315,0.4,-0.12292167331110442,0.045850176326082105,0.3823235352929414,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_4_1_bundle_5_cluster_l2_v2,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,tbm_conflict,30,-0.23010327906353334,-0.2704017344,0.6414016605531697,-0.3587506756142217,0.23333333333333334,-0.44271560353835837,0.0034355719629215685,0.0609878024395121,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,abstain_rate,30,-0.06666666666666667,0.0,0.18491998891101682,-0.3605162809021503,0.16666666666666666,-0.1252083333333333,0.0,0.09918016396720655,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,closed_world_conflict,30,0.34078793199999996,0.45450599999999997,0.320500235456949,1.0633000987163894,0.7666666666666667,0.2255726517333333,0.45003800839999986,0.0001999600079984003,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mean_expected_stage,30,2.7134259259259257,2.75,0.5343595866098984,5.0779025845508485,1.0,2.5300231481481483,2.9106481481481477,0.0001999600079984003,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mean_score_expert_agreement_prob,30,0.02966666666666667,0.03125,0.08456973589816308,0.3507953093573638,0.6666666666666666,-0.000583333333333314,0.05783333333333333,0.0617876424715057,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mean_subset_size,30,0.26666666666666666,0.25,0.48512351786550906,0.5496881862993802,0.6666666666666666,0.11104166666666669,0.438958333333333,0.005398920215956809,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mid_scale_mass,30,0.1324074074074074,0.0,0.2071239910432235,0.6392663966183235,0.4,0.06527777777777777,0.20604166666666654,0.0013997200559888023,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,singleton_rate,30,-0.20277777777777778,-0.16666666666666663,0.3869787517143756,-0.5240023564070144,0.3,-0.33888888888888885,-0.0722222222222222,0.008398320335932814,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,stage_entropy,30,-0.08253792421876278,-0.08253719085524808,0.3399464062218412,-0.24279687241317807,0.4,-0.19780773328324758,0.043393702412369395,0.2001599680063987,c7_scale_probe
c7_scale_probe:v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe,scale_probe,v3_1_c2_gpt_5_2_bundle_5_cluster_l2_v2,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,tbm_conflict,30,0.20207351255311495,0.15390153019229114,0.4393254330853243,0.45996315563608386,0.6,0.04412528397065023,0.3510046682003265,0.01839632073585283,c7_scale_probe
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,abstain_rate,30,0.008333333333333333,0.0,0.0799604787436865,0.10421815207042284,0.06666666666666667,-0.016666666666666666,0.041666666666666664,1.0,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,closed_world_conflict,30,0.012813333333333359,0.025000000000000022,0.43308652012146426,0.02958608208295125,0.5,-0.14241745833333327,0.16071054166666654,0.8760247950409918,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mean_expected_stage,30,0.8205092592592591,0.8250000000000002,0.5709191123444859,1.437172519745973,0.9333333333333333,0.6227129629629629,1.0191377314814813,0.0001999600079984003,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mean_score_expert_agreement_prob,30,0.0012500000000000067,-0.006250000000000033,0.06754229198729161,0.018506923043642046,0.3333333333333333,-0.02041666666666669,0.027093749999999972,0.9236152769446111,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mean_subset_size,30,0.2833333333333333,0.25,0.8178445645724902,0.3464390980961516,0.5333333333333333,-0.019444444444444434,0.5722222222222222,0.07438512297540492,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,mid_scale_mass,30,0.0016666666666666607,0.0,0.08919472649050769,0.018685708586639718,0.36666666666666664,-0.030972222222222238,0.03152777777777776,0.9288142371525695,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,singleton_rate,30,-0.002777777777777777,0.0,0.29400404424634297,-0.009448093766527598,0.26666666666666666,-0.10277777777777777,0.1,1.0,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,stage_entropy,30,0.0006072707186559426,-0.007875609379472959,0.1826243615825651,0.003325244854484507,0.5,-0.06648495977914386,0.06362794554406738,0.9860027994401119,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_4_1_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_4_1_bundle_5_cluster_l2_scale_9,tbm_conflict,30,0.2527006105614667,0.32920354399999996,0.48945211828433277,0.5162928121493342,0.6333333333333333,0.07798894571267331,0.42683094826655327,0.008998200359928014,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,abstain_rate,30,0.008333333333333333,0.0,0.15373697496459454,0.0542051340300698,0.2,-0.05,0.058333333333333334,1.0,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,closed_world_conflict,30,0.5454537706666667,0.62250616,0.22927488775769622,2.3790384372278774,0.9333333333333333,0.46035303893333335,0.6241415597333334,0.0001999600079984003,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mean_expected_stage,30,1.1175925925925925,1.1458333333333335,0.5777042454927905,1.9345410758393664,0.9666666666666667,0.9064699074074074,1.3139004629629631,0.0001999600079984003,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mean_score_expert_agreement_prob,30,0.0009166666666666804,-0.0025000000000000022,0.08836026210656142,0.010374195875077773,0.5,-0.030666666666666658,0.03017083333333334,0.9550089982003599,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mean_subset_size,30,0.019444444444444448,0.0,0.4998483167112093,0.038900690058097376,0.4,-0.1583333333333333,0.188958333333333,0.8414317136572685,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,mid_scale_mass,30,0.004166666666666655,0.0,0.05173012417466672,0.0805462336142459,0.13333333333333333,-0.012500000000000011,0.024999999999999984,0.9398120375924816,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,singleton_rate,30,0.02499999999999999,0.0,0.4410400021822331,0.056684200699033765,0.43333333333333335,-0.13055555555555554,0.17222222222222217,0.7830433913217356,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,stage_entropy,30,-0.015589266938828238,-0.06069907920720996,0.23422187720945906,-0.06655768933525849,0.4666666666666667,-0.09688819469470726,0.0691722930576909,0.7178564287142571,c7_scale_probe_step
c7_scale_probe_step:v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7__vs__v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,c7_scale_probe_step,scale_probe_step,v3_1_c6_gpt_5_2_bundle_5_cluster_l2_scale_7,v3_1_c7_gpt_5_2_bundle_5_cluster_l2_scale_9,tbm_conflict,30,0.5225658899811357,0.5854476219761995,0.3719319318250061,1.4050041022748294,0.8,0.3846165668903893,0.6486725539044925,0.0001999600079984003,c7_scale_probe_step
